weight_d_FS,weight_l_FS,weight_theta,mean_error,rms_error,max_error
0.08,0.84,0.08000000000000007,0.11081246806049959,0.13992471099540807,0.4318402231180161
0.08,0.86,0.06000000000000005,0.1117876411954069,0.1414497189910976,0.4415743158704414
0.08,0.88,0.040000000000000036,0.11269877435294788,0.14290927197520806,0.4513899840813064
0.08,0.9,0.020000000000000018,0.11353809977526236,0.14429038160803648,0.4612366057865208
0.08,0.92,0.0,0.114303660621424,0.1455914398057937,0.47107557712226733
0.1,0.0,0.9,0.08803794052631216,0.10643611235218643,0.2862140541882383
0.1,0.02,0.88,0.08750014052303821,0.10567919857831175,0.2844658216430408
0.1,0.04,0.86,0.08694991384491946,0.10492102878541036,0.2826908015191487
0.1,0.06,0.8400000000000001,0.08639134924277597,0.1041652544960439,0.28088840639762025
0.1,0.08,0.8200000000000001,0.08581922462719858,0.10340926366206656,0.27905803340439705
0.1,0.1,0.8,0.08523655167711576,0.10266441412743291,0.27719906383679405
0.1,0.12,0.78,0.08464359838324015,0.10193421968882856,0.2753108627931702
0.1,0.14,0.76,0.08404371008754921,0.10122439842374131,0.2733927788080608
0.1,0.16,0.74,0.08350495428796735,0.10053449492789314,0.27152174186439526
0.1,0.18,0.72,0.08302840350283329,0.09987199439735495,0.2697630052659684
0.1,0.2,0.7,0.08257542047574214,0.09921426290532012,0.2679346034450134
0.1,0.22,0.68,0.0821190262501704,0.09855195778196954,0.2660760862868601
0.1,0.24,0.66,0.08162588747792575,0.0978854574960159,0.2641867525454731
0.1,0.26,0.64,0.08109662063821917,0.09721493329035888,0.2622658821683811
0.1,0.28,0.62,0.08053314795896378,0.09654948481151232,0.2603127359344731
0.1,0.3,0.6000000000000001,0.07996163522283346,0.09590531101337794,0.26203269104903615
0.1,0.32,0.5800000000000001,0.07943668628733394,0.0952953828144408,0.2648688491562414
0.1,0.34,0.56,0.07897843265447338,0.0947326278790228,0.2670242361504256
0.1,0.36,0.54,0.0785943290728088,0.09423789920709542,0.2685422899502625
0.1,0.38,0.52,0.07839231947134398,0.09391260079746103,0.26819836165465616
0.1,0.4,0.5,0.07857947913371963,0.0939509970957372,0.26783881852789837
0.1,0.42,0.48000000000000004,0.07916623598618867,0.09477433568243304,0.2674632171443848
0.1,0.44,0.46,0.0804493876333555,0.0963818859513901,0.27232782486076934
0.1,0.46,0.44,0.0820131729296005,0.09837069078278908,0.2803532742800272
0.1,0.48,0.42000000000000004,0.08358911406592393,0.10050535030835152,0.288519042023492
0.1,0.5,0.4,0.0851602193695968,0.1027141227523379,0.2969146149208295
0.1,0.52,0.38,0.08674858387687667,0.10497078349311008,0.305319140351872
0.1,0.54,0.36,0.0883605350946979,0.10725742844369143,0.3122535725521616
0.1,0.56,0.33999999999999997,0.08998754705307206,0.10956445487322157,0.31925129556304055
0.1,0.58,0.32000000000000006,0.0916191714752004,0.1118829428500379,0.32647297421932575
0.1,0.6,0.30000000000000004,0.09322826415776654,0.11420609261895938,0.3337828401708439
0.1,0.62,0.28,0.09481083401569981,0.11652817861026875,0.34122438182506876
0.1,0.64,0.26,0.09636642772027403,0.11884589752809244,0.3497664291148427
0.1,0.66,0.24,0.09788162846157075,0.12113342466024431,0.35743181754400877
0.1,0.68,0.21999999999999997,0.09933832931134393,0.12335595141197477,0.3647205991370275
0.1,0.7000000000000001,0.19999999999999996,0.10074497518629867,0.12550433056054086,0.3722357636996826
0.1,0.72,0.18000000000000005,0.102130036770188,0.1275746234134582,0.38003122364471054
0.1,0.74,0.16000000000000003,0.10346245620317703,0.1295595807415559,0.38791745859751026
0.1,0.76,0.14,0.10473319150936683,0.13145544014191168,0.39462770277414166
0.1,0.78,0.12,0.10594672995891902,0.13327499447963115,0.4031952564785129
0.1,0.8,0.09999999999999998,0.1070985340420109,0.13500775074803553,0.41182386538857696
0.1,0.8200000000000001,0.07999999999999996,0.10818052699549902,0.13664380068090404,0.4206777530289959
0.1,0.84,0.06000000000000005,0.10917398625737736,0.13818070159583407,0.43039362246254814
0.1,0.86,0.040000000000000036,0.110104314716327,0.13965363080819473,0.44016543961509125
0.1,0.88,0.020000000000000018,0.11096302616611195,0.14104977573471678,0.4499870385437899
0.1,0.9,0.0,0.1117517882738192,0.14236929622777264,0.4598519026685621
0.12,0.0,0.88,0.08637065882910874,0.10451860679750312,0.28117919189804275
0.12,0.02,0.86,0.08581427588370415,0.10373430174393725,0.2793915270918794
0.12,0.04,0.84,0.08524383515398043,0.1029479768189148,0.2775764859060825
0.12,0.06,0.8200000000000001,0.08466330197934659,0.10216288378029972,0.2757334692236151
0.12,0.08,0.8,0.08406831634613297,0.10138056470585015,0.2738618622659673
0.12,0.1,0.78,0.08346491856043223,0.1006122408204988,0.2719903403445262
0.12,0.12,0.76,0.08284972037859613,0.09985911425171398,0.2702518948586331
0.12,0.14,0.74,0.0822333672641997,0.09912780360097696,0.2684974460604894
0.12,0.16,0.72,0.08169124846752007,0.09841861498399158,0.26676628956547144
0.12,0.18,0.7,0.08120413071820999,0.0977379151142164,0.2649459740295428
0.12,0.2,0.6799999999999999,0.08074115129639635,0.09705895881913053,0.26307699906993376
0.12,0.22,0.66,0.08025833798190983,0.09637420308068875,0.26117726559927756
0.12,0.24,0.64,0.07973880331048909,0.09568505990131806,0.2592460594650541
0.12,0.26,0.62,0.07918431560049681,0.09499602402545101,0.25704455801349757
0.12,0.28,0.6,0.07859602408305284,0.09431652104522154,0.25482229622750074
0.12,0.3,0.5800000000000001,0.07801797840846507,0.09366500540504816,0.25979235870964157
