backend,protocol,theta,l_FS,d_FS_endpoint,T_G_path,T_G_endpoint,counts_0,counts_1,shots,P0_survival,P1_excitation
ibm_fez,D,2.670353755551324,2.2781023495904216,1.0588080734608634,7.251424996131532e-11,3.3702907735380614e-11,545,1503,2048,0.26611328125,0.73388671875
ibm_fez,E,2.670353755551324,1.1089895525436697,0.9388678800867246,3.5300233824918845e-11,2.9885092805202214e-11,724,1324,2048,0.353515625,0.646484375
ibm_fez,F,2.670353755551324,2.141851113822954,1.212831555673257,6.817723842636098e-11,3.860562744464642e-11,288,1760,2048,0.140625,0.859375
ibm_fez,A,2.827433388230814,1.413716694115407,1.413716694115407,4.5e-11,4.5e-11,102,1946,2048,0.0498046875,0.9501953125
ibm_fez,B,2.827433388230814,1.4137166941154398,1.4137166941154071,4.5000000000001047e-11,4.5000000000000006e-11,77,1971,2048,0.03759765625,0.96240234375
ibm_fez,C,2.827433388230814,1.1724231769327798,0.9972900580908869,3.731938880087114e-11,3.174472848831362e-11,601,1447,2048,0.29345703125,0.70654296875
ibm_fez,D,2.827433388230814,2.4075042426067172,1.0857330916545094,7.663324014511374e-11,3.4559957683052206e-11,463,1585,2048,0.22607421875,0.77392578125
ibm_fez,E,2.827433388230814,1.1670028210493955,0.9931043494369179,3.7146853514439574e-11,3.1611493243789285e-11,624,1424,2048,0.3046875,0.6953125
ibm_fez,F,2.827433388230814,2.2496805530265584,1.2765316252192707,7.160955607837711e-11,4.063326363335554e-11,206,1842,2048,0.1005859375,0.8994140625
ibm_fez,A,2.9845130209103035,1.4922565104551517,1.4922565104551517,4.7500000000000004e-11,4.7500000000000004e-11,65,1983,2048,0.03173828125,0.96826171875
ibm_fez,B,2.9845130209103035,1.4922565104551335,1.4922565104551513,4.749999999999942e-11,4.7499999999999985e-11,53,1995,2048,0.02587890625,0.97412109375
ibm_fez,C,2.9845130209103035,1.2332821806595053,1.052243104214603,3.925659105582243e-11,3.349393827402289e-11,509,1539,2048,0.24853515625,0.75146484375
ibm_fez,D,2.9845130209103035,2.5335281467154824,1.107118725679841,8.064470560244354e-11,3.5240683556309354e-11,461,1587,2048,0.22509765625,0.77490234375
ibm_fez,E,2.9845130209103035,1.227139215007966,1.0470312235705885,3.9061054386085194e-11,3.332803896056291e-11,550,1498,2048,0.2685546875,0.7314453125
ibm_fez,F,2.9845130209103035,2.3544674983870917,1.333617254983456,7.494502814350296e-11,4.2450355664652325e-11,138,1910,2048,0.0673828125,0.9326171875
ibm_fez,A,3.141592653589793,1.5707963267948966,1.5707963267948966,5e-11,5e-11,45,2003,2048,0.02197265625,0.97802734375
