backend,protocol,theta,l_FS,d_FS_endpoint,T_G_path,T_G_endpoint,counts_0,counts_1,shots,P0_survival,P1_excitation
ibm_marrakesh,A,0.0,0.0,0.0,0.0,0.0,2044,4,2048,0.998046875,0.001953125
ibm_marrakesh,B,0.0,0.0,0.0,0.0,0.0,2045,3,2048,0.99853515625,0.00146484375
ibm_marrakesh,C,0.0,0.0,0.0,0.0,0.0,2042,6,2048,0.9970703125,0.0029296875
ibm_marrakesh,D,0.0,0.0,0.0,0.0,0.0,2040,8,2048,0.99609375,0.00390625
ibm_marrakesh,E,0.0,0.0,0.0,0.0,0.0,2044,4,2048,0.998046875,0.001953125
ibm_marrakesh,F,0.0,0.0,0.0,0.0,0.0,2042,6,2048,0.9970703125,0.0029296875
ibm_marrakesh,A,0.15707963267948966,0.078539816339745,0.078539816339745,2.5000000000000055e-12,2.5000000000000055e-12,2033,15,2048,0.99267578125,0.00732421875
ibm_marrakesh,B,0.15707963267948966,0.07853981634037228,0.07853981633974923,2.5000000000199725e-12,2.50000000000014e-12,2034,14,2048,0.9931640625,0.0068359375
ibm_marrakesh,C,0.15707963267948966,0.07845879042170421,0.055535751027233765,2.4974208649250554e-12,1.7677578588610117e-12,2033,15,2048,0.99267578125,0.00732421875
ibm_marrakesh,D,0.15707963267948966,0.08469470199033031,0.07848597064524086,2.6959160950912112e-12,2.498286038311096e-12,2035,13,2048,0.99365234375,0.00634765625
ibm_marrakesh,E,0.15707963267948966,0.07845807046533462,0.05553524311216216,2.4973979480020493e-12,1.7677416914221482e-12,2036,12,2048,0.994140625,0.005859375
ibm_marrakesh,F,0.15707963267948966,0.12560573868552247,0.06741388546743123,3.998154838501961e-12,2.1458506210345137e-12,2036,12,2048,0.994140625,0.005859375
ibm_marrakesh,A,0.3141592653589793,0.15707963267948938,0.15707963267948938,4.999999999999992e-12,4.999999999999992e-12,1992,56,2048,0.97265625,0.02734375
ibm_marrakesh,B,0.3141592653589793,0.15707963267948952,0.15707963267948938,4.999999999999996e-12,4.999999999999992e-12,1993,55,2048,0.97314453125,0.02685546875
ibm_marrakesh,C,0.3141592653589793,0.15643438882340613,0.1110697825191373,4.979461250160926e-12,3.5354609832124976e-12,2021,27,2048,0.98681640625,0.01318359375
ibm_marrakesh,D,0.3141592653589793,0.1815306181511448,0.15664850055462526,5.778299040256407e-12,4.986276638240424e-12,1990,58,2048,0.9716796875,0.0283203125
ibm_marrakesh,E,0.3141592653589793,0.15642857632308693,0.11106570960768372,4.979276232529422e-12,3.5353313384143755e-12,2023,25,2048,0.98779296875,0.01220703125
ibm_marrakesh,F,0.3141592653589793,0.2563622340925112,0.13602512395190874,8.160263355580955e-12,4.32981417232681e-12,2008,40,2048,0.98046875,0.01953125
